Ime;Višinska_razlika;Zahtevnost;Čas 
Velika Radenska stena;100;lahka označena pot;40 min
Veliki Bojanski vrh;311;lahka označena pot, lahka neoznačena steza;45 min
Veliki Bojanski vrh;311;lahka označena pot, lahka neoznačena steza;40 min
Veliki Bojanski vrh;347;lahka označena pot, lahka neoznačena steza;45 min
Veliki Bojanski vrh;474;lahka označena pot, lahka neoznačena steza;1 h 50 min
Veliki Javornik (Bohor);600;lahka označena pot;2 h
Veliki Javornik (Bohor);600;lahka neoznačena steza;1 h 40 min
Veliki Javornik (Bohor);815;lahka označena pot;2 h 45 min
Veliki Javornik (Bohor);712;lahka označena pot;3 h 45 min
Veliki Javornik (Bohor);505;lahka označena pot;2 h 10 min
Veliki Javornik (Bohor);545;lahka označena pot;1 h 50 min
Veliki Javornik (Bohor);570;lahka označena pot;2 h 30 min
Veliki Javornik (Bohor);555;lahka označena pot;2 h 30 min
Veliki Rog;269;lahka označena pot;50 min
Veliki Rog;1450;lahka označena pot;7 h 30 min
Veliki Slomnik;260;lahka označena pot;40 min
Veliki Slomnik;367;lahka označena pot;1 h
Veliki Slomnik;450;lahka označena pot;1 h
Veliki Slomnik;335;lahka označena pot;45 min
Veliki Slomnik;490;lahka označena pot;1 h 35 min
Veliki Slomnik;390;lahka neoznačena steza, lahka označena pot;1 h 15 min
Veliki Špiček;435;lahka neoznačena steza;1 h 10 min
Veliki vrh (Križentaver);102;lahka označena pot;20 min
Veliki vrh (Križentaver);125;lahka neoznačena steza;20 min
Veliki vrh nad Svetino;720;lahka označena pot;2 h 15 min
Veliki vrh nad Svetino;730;lahka označena pot;2 h 30 min
Veliki vrh nad Svetino;850;lahka označena pot;3 h 45 min
Veliki vrh nad Svetino;720;lahka označena pot;2 h 30 min
Veliki vrh nad Svetino;1180;lahka označena pot;4 h
Veliko Kozje;792;lahka označena pot;2 h 30 min
Veliko Kozje;820;lahka neoznačena steza;2 h 30 min
Veliko Kozje;786;lahka označena pot;2 h
Vipota;315;lahka označena pot;1 h
Vipota;315;lahka označena pot;1 h
Vipota;325;lahka označena pot;1 h 15 min
Visoka špica;290;lahka neoznačena steza;40 min
Visoka špica;285;lahka neoznačena steza;50 min
Visoka špica;320;lahka neoznačena steza;1 h
Vrh (Šticna);459;lahka neoznačena steza;1 h
Vrhe (pri Gorah);395;lahka označena pot;1 h 25 min
Vrhe (pri Gorah);740;lahka označena pot;2 h 50 min
Vrhe (pri Gorah);755;lahka označena pot;2 h 50 min
Vrhija;373;lahka neoznačena steza;1 h 15 min
Vrtače;435;lahka neoznačena steza;1 h 30 min
Vrtače;425;lahka neoznačena steza;1 h 45 min
Vrunčev dom na Svetini;780;lahka označena pot;3 h 15 min
Vrunčev dom na Svetini;580;lahka označena pot;1 h 30 min
Vrunčev dom na Svetini;680;lahka označena pot;2 h 15 min
Vrunčev dom na Svetini;740;lahka označena pot;3 h
Vrunčev dom na Svetini;960;lahka označena pot;3 h
Vrunčev dom na Svetini;500;lahka označena pot;1 h 30 min
Vrunčev dom na Svetini;464;lahka označena pot;1 h 20 min
Vrunčev dom na Svetini;480;lahka označena pot, lahka neoznačena steza;1 h 30 min
Vrunčev dom na Svetini;480;lahka označena pot;1 h 35 min
Vzletišče Peter (Straška gora);284;lahka neoznačena steza;50 min
Zabreznik (Sv. Miklavž);365;lahka neoznačena steza;1 h
Zabreznik (Sv. Miklavž);500;lahka neoznačena steza;45 min
Žagarski vrh;170;lahka označena pot;35 min
Zajčeva koča;450;lahka označena pot;1 h 30 min
Zajčeva koča;530;delno zahtevna označena pot;1 h 45 min
Zaplaz;89;lahka označena pot;20 min
Zaplaz;270;lahka označena pot;1 h 10 min
Zaplaz;250;lahka označena pot;1 h
Zasavska Sveta gora;330;lahka označena pot;2 h
Zasavska Sveta gora;187;delno zahtevna označena pot;30 min
Zasavska Sveta gora;520;lahka označena pot;1 h 15 min
Zasavska Sveta gora;187;lahka označena pot;35 min
Zasavska Sveta gora;500;lahka neoznačena steza;1 h 30 min
Zasavska Sveta gora;470;lahka označena pot;2 h 35 min
Zasavska Sveta gora;422;lahka neoznačena steza;1 h 30 min
Zasavska Sveta gora;450;lahka označena pot;2 h 30 min
Zasavska Sveta gora;422;lahka neoznačena steza;1 h 30 min
Županova jama;80;lahka označena pot;1 h 30 min
Županova jama;110;lahka označena pot;35 min
Apneni breg;60;lahka neoznačena steza;15 min
Beli breg;109;lahka označena pot;30 min
Beli breg;115;lahka označena pot;45 min
Beli breg;113;lahka neoznačena steza;35 min
Beli breg;77;lahka neoznačena steza;25 min
Bogin breg;105;lahka označena pot;45 min
Bogin breg;105;lahka označena pot;25 min
Budinci;50;lahka označena pot;1 h 15 min
Bukovniško jezero;14;lahka označena pot;20 min
Bukovniško jezero;150;lahka neoznačena steza;1 h 45 min
Bukovniško jezero;30;lahka označena pot;30 min
Bukovniško jezero;250;lahka označena pot;2 h 30 min
Cerkev sv. Ane v Boreči;15;lahka neoznačena steza;35 min
Cerkev sv. Ane v Boreči;96;lahka neoznačena steza;30 min
Cerkev sv. Ane v Boreči;55;lahka neoznačena steza;1 h 10 min
Cerkev sv. Ane v Boreči;85;lahka neoznačena steza;25 min
Cerkev sv. Ane v Boreči;135;lahka neoznačena steza;1 h
Činčev breg;120;lahka neoznačena steza;30 min
Činčev breg;117;lahka neoznačena steza;25 min
Evharistični križ v Trdkovi;30;lahka označena pot;20 min
Fuks graba;70;lahka neoznačena steza;35 min
Gomba;200;lahka označena pot, lahka neoznačena steza;1 h 45 min
Gomba;105;lahka označena pot, lahka neoznačena steza;1 h
Gorički breg;75;lahka neoznačena steza;45 min
Grad Grad na Goričkem;103;lahka označena pot;15 min
Grad Grad na Goričkem;150;lahka neoznačena steza;55 min
Grad Grad na Goričkem;320;lahka označena pot;2 h 20 min
Gramoznica Dokležovje;12;lahka označena pot;1 h 15 min
Gramoznica Ivanci;5;lahka neoznačena steza;1 h
Gramoznica Ivanci;5;lahka označena pot, lahka neoznačena steza;1 h 30 min
Gramoznica Ivanci;5;lahka označena pot, lahka neoznačena steza;1 h 30 min
Gramoznica Ivanci;3;lahka označena pot, lahka neoznačena steza;30 min
Gramoznica Vučja jama;3;lahka neoznačena steza;18 min
Gramoznica Vučja jama;5;lahka neoznačena steza;55 min
Gramoznica Vučja jama;-7;lahka neoznačena steza;40 min
Griški vrh;97;lahka neoznačena steza;45 min
Griški vrh;82;lahka neoznačena steza;25 min
Hodoško jezero;5;lahka neoznačena steza;1 h
Izvir slatine (pod Činčevim bregom);25;lahka označena pot;15 min
Jezero Križevci;15;lahka neoznačena steza;12 min
Kačova mlaka;215;lahka označena pot;2 h
Kačova mlaka;-2;lahka neoznačena steza;5 min
Kamenek;65;lahka neoznačena steza;30 min
Kamenek;185;lahka označena pot;1 h 50 min
Kapela Presvetega Srca Jezusovega in Brezmadežnega Srca Marijinega v Martinju;80;lahka neoznačena steza;45 min
Kapela v Stanjevcih;1;lahka neoznačena steza;20 min
Kapela v Zgornjih Moravcih;150;lahka označena pot, lahka neoznačena steza;1 h 30 min
Kapela v Zgornjih Moravcih;220;lahka označena pot, lahka neoznačena steza;1 h 25 min
Kapela v Zgornjih Moravcih;100;lahka neoznačena steza;45 min
Kripta;70;lahka neoznačena steza;30 min
Kripta;40;lahka označena pot;25 min
Kripta;65;lahka neoznačena steza;25 min
Kripta;25;lahka označena pot;20 min
Križarka;145;lahka neoznačena steza;1 h 5 min
Križarka;95;lahka neoznačena steza;1 h 35 min
Križarka;165;lahka neoznačena steza;1 h 25 min
Križarka;120;lahka neoznačena steza;1 h
Ledavsko jezero;30;lahka neoznačena steza;1 h 30 min
Ledavsko jezero;175;lahka neoznačena steza;2 h
Lendavski grad (Dolnjelendavski grad);35;lahka označena pot;7 min
Makotrov breg;70;lahka označena pot;25 min
Makotrov breg;50;lahka označena pot;1 h
Marija Snežna (Fikšinci);135;lahka neoznačena steza;1 h 20 min
Marija Snežna (Fikšinci);155;lahka neoznačena steza;1 h 15 min
Mejni kamen A 115;75;lahka neoznačena steza;1 h
Mejni kamen A 115;40;lahka neoznačena steza;35 min
Mejni kamen A 115;45;lahka označena pot;37 min
Mejni kamen Marije Terezije (Tromejnik);180;lahka označena pot;1 h 40 min
Mejni kamen Marije Terezije (Tromejnik);210;lahka neoznačena steza;1 h 10 min
Mejni kamen Marije Terezije (Tromejnik);130;lahka neoznačena steza;1 h
Mejni kamen Marije Terezije (Tromejnik);150;lahka neoznačena steza;1 h 15 min
Mejni kamen Marije Terezije (Tromejnik);140;lahka neoznačena steza;1 h 5 min
Mejni kamen Marije Terezije (Tromejnik);140;lahka označena pot;55 min
Močvara (Lončarovci);2;lahka označena pot;15 min
Močvara (Lončarovci);80;lahka neoznačena steza;1 h 30 min
Ograd;15;lahka neoznačena steza;30 min
Otok ljubezni;4;lahka neoznačena steza;25 min
Otok ljubezni;10;lahka označena pot;1 h 10 min
Pepelšček;119;lahka neoznačena steza;25 min
Pepelšček;20;lahka neoznačena steza;8 min
Piramida (Lendavske gorice);175;lahka označena pot;40 min
Piramida (Lendavske gorice);165;lahka označena pot;45 min
Piramida (Lendavske gorice);155;lahka označena pot;40 min
Piramida (Lendavske gorice);185;lahka označena pot;1 h 10 min
Planinska koča Rak;4575;lahka označena pot;45 min
Planinska koča Rak;10;lahka označena pot;10 min
Planinska koča Rak;85;lahka označena pot;1 h
Planinska koča Rak;115;lahka označena pot;1 h
Planinska koča Rak;80;lahka neoznačena steza;1 h
Plečnikova cerkev (Bogojina);250;lahka označena pot;2 h 30 min
Plečnikova cerkev (Bogojina);200;lahka označena pot;2 h 30 min
Razgledni stolp Vinarium Lendava;150;lahka označena pot;30 min
Razgledni stolp Vinarium Lendava;165;lahka označena pot;55 min
Razgledni stolp Vinarium Lendava;130;lahka označena pot;30 min
Razgledni stolp Vinarium Lendava;160;lahka označena pot;1 h
Ribnik Taškal;10;lahka označena pot;1 h 10 min
Rotunda sv. Nikolaja (Selo);150;lahka neoznačena steza;2 h
Rotunda sv. Nikolaja (Selo);-45;lahka označena pot;1 h 20 min
Rotunda sv. Nikolaja (Selo);0;lahka označena pot;3 min
Rotunda sv. Nikolaja (Selo);300;lahka označena pot;2 h 45 min
Serdiški breg (Rdeči breg);177;lahka označena pot;40 min
Serdiški breg (Rdeči breg);168;lahka označena pot;35 min
Serdiški breg (Rdeči breg);185;lahka označena pot;1 h
Serdiški breg (Rdeči breg);171;lahka označena pot;35 min
Serdiški breg (Rdeči breg);185;lahka označena pot;50 min
Serdiški breg (Rdeči breg);185;lahka označena pot;50 min
Serdiški breg (Rdeči breg);200;lahka neoznačena steza;1 h
Serdiški breg (Rdeči breg);170;lahka neoznačena steza;45 min
Slatinski vrelec Nuskova;2;lahka označena pot;5 min
Slatinski vrelec Nuskova;75;lahka označena pot;1 h 5 min
Slatinski vrelec Nuskova;8;lahka označena pot;30 min
Soboško jezero;5;lahka neoznačena steza;1 h
Sotinski breg (Kugla);177;lahka označena pot;35 min
Sotinski breg (Kugla);195;lahka označena pot;50 min
Sotinski breg (Kugla);190;lahka označena pot;45 min
Sotinski breg (Kugla);171;lahka neoznačena steza;30 min
Sotinski breg (Kugla);170;lahka neoznačena steza;30 min
Srebrni breg;18;lahka neoznačena steza;8 min
Srebrni breg;120;lahka neoznačena steza;1 h 5 min
Srebrni breg;115;lahka neoznačena steza;1 h 10 min
Sveta Helena (Pertoča);72;lahka neoznačena steza;20 min
Sveta Trojica (Gornji Petrovci);150;lahka označena pot;1 h 20 min
Sveta Trojica (Gornji Petrovci);85;lahka označena pot;25 min
Sveta Trojica (Gornji Petrovci);90;lahka označena pot;40 min
Sveta Trojica v Lendavskih goricah;100;lahka označena pot;20 min
Sveta Trojica v Lendavskih goricah;130;lahka označena pot;35 min
Sveti Benedikt (Kančevci);55;lahka označena pot;40 min
Sveti Benedikt (Kančevci);165;lahka neoznačena steza;1 h 20 min
Sveti Benedikt (Kančevci);190;lahka označena pot;2 h 30 min
Sveti Benedikt (Kančevci);155;lahka označena pot;1 h 30 min
Sveti Benedikt (Kančevci);290;lahka označena pot;3 h 15 min
Sveti Martin (Stari breg);40;lahka označena pot;15 min
Sveti Vid (pri Bukovniškem jezeru);18;lahka označena pot;10 min
Sveti Vid (pri Bukovniškem jezeru);250;lahka označena pot;2 h 25 min
Trestenjak;30;lahka neoznačena steza;18 min
Trestenjak;62;lahka neoznačena steza;20 min
Tromejnik;102;lahka označena pot;20 min
Tromejnik;100;lahka označena pot;1 h
Tromejnik;115;lahka označena pot;25 min
Tromejnik;102;lahka označena pot;20 min
Tromejnik;90;lahka označena pot;1 h
Tromejnik;135;lahka označena pot;1 h 30 min
Tromejnik;100;lahka označena pot;1 h 20 min
Tromejnik;100;lahka označena pot;1 h 10 min
Tromejnik;112;lahka označena pot;30 min
Vidrin center Aqualutra;13;lahka označena pot;7 min
Vršič nad Bogojino;61;lahka označena pot;20 min
Vukova kapela (Vidonci);115;lahka neoznačena steza;45 min
Zalka;84;lahka označena pot;18 min
Zalka;120;lahka označena pot;52 min
Altemaver (Ratitovec);690;lahka označena pot;1 h 50 min
Altemaver (Ratitovec);690;lahka označena pot;1 h 50 min
Altemaver (Ratitovec);530;lahka označena pot;1 h 35 min
Altemaver (Ratitovec);278;lahka označena pot;55 min
Altemaver (Ratitovec);630;lahka označena pot;1 h 45 min
Altemaver (Ratitovec);580;lahka označena pot;3 h 15 min
Altemaver (Ratitovec);780;lahka označena pot;2 h 30 min
Altemaver (Ratitovec);735;lahka označena pot;3 h 40 min
Altemaver (Ratitovec);600;lahka označena pot;3 h 10 min
Altemaver (Ratitovec);1215;lahka neoznačena steza, lahka označena pot;3 h 40 min
Altemaver (Ratitovec);615;lahka označena pot;3 h
Altemaver (Ratitovec);730;lahka označena pot;2 h 30 min
Altemaver (Ratitovec);800;lahka neoznačena steza;2 h 30 min
Altemaver (Ratitovec);1140;lahka označena pot;3 h 20 min
Ažmanov rovt;520;lahka označena pot;2 h
Ažmanov rovt;35;lahka označena pot;12 min
Ažmanov rovt;565;lahka neoznačena steza;2 h 30 min
Ažmanov rovt;610;delno zahtevna označena pot, lahka neoznačena steza;3 h 15 min
Ažmanov rovt;560;lahka označena pot, lahka neoznačena steza;3 h 15 min
Babji zob;515;lahka označena pot;1 h 30 min
Babji zob;250;lahka neoznačena steza;2 h 45 min
Babji zob;745;lahka označena pot;2 h 40 min
Babji zob;275;lahka neoznačena steza;3 h
Babji zob;775;lahka neoznačena steza;2 h 30 min
Bela peč (Podbliška gora);475;lahka neoznačena steza;1 h 30 min
Bela peč (Podbliška gora);670;lahka neoznačena steza;2 h 25 min
Bela peč (Podbliška gora);190;lahka neoznačena steza;1 h
Bela peč (Podbliška gora);650;lahka neoznačena steza;2 h 35 min
Bela peč (Podbliška gora);195;lahka neoznačena steza;1 h
Bela peč (Podbliška gora);700;lahka označena pot;2 h 45 min
Bela peč (Podbliška gora);310;lahka neoznačena steza;1 h 30 min
Bela peč (Podbliška gora);650;lahka neoznačena steza;3 h
Bela peč (Podbliška gora);740;lahka neoznačena steza;3 h
Bela peč (Podbliška gora);300;lahka neoznačena steza;1 h 30 min
Bela peč (Podbliška gora);790;lahka neoznačena steza, lahka označena pot;3 h 10 min
Bela peč (Podbliška gora);750;lahka neoznačena steza, lahka označena pot;3 h 10 min
Bevkov vrh;459;lahka označena pot;1 h 30 min
Bevkov vrh;459;lahka označena pot;1 h 15 min
Bevkov vrh;325;lahka označena pot, lahka označena pot;1 h 15 min
Bevkov vrh;780;lahka označena pot;2 h 50 min
Bevkov vrh;315;lahka označena pot;1 h 30 min
Bevkov vrh;800;lahka označena pot;3 h 40 min
Bevkov vrh;865;lahka označena pot;2 h 45 min
Bevkov vrh;800;lahka neoznačena steza;3 h
Bičkova skala;52;lahka označena pot;10 min
Bitenjska planina;401;lahka neoznačena steza;1 h 5 min
Bitenjska planina;425;lahka neoznačena steza;1 h 20 min
Blegoš;459;lahka označena pot;1 h 30 min
Blegoš;459;lahka označena pot;1 h 10 min
Blegoš;762;lahka označena pot;2 h 5 min
Blegoš;812;lahka označena pot;2 h
Blegoš;575;delno zahtevna označena pot;1 h 40 min
Blegoš;725;lahka označena pot;2 h
Blegoš;982;lahka označena pot;2 h 35 min
Blegoš;700;lahka označena pot;2 h 45 min
Blegoš;1040;lahka označena pot;3 h
Blegoš;459;lahka označena pot;1 h 20 min
Blegoš;1100;delno zahtevna označena pot;3 h 30 min
Blegoš;762;lahka neoznačena steza;2 h 5 min
Blegoš;982;lahka neoznačena steza;2 h 35 min
Bolnica Franja;107;lahka označena pot;18 min
Bukovski vrh;315;lahka neoznačena steza;1 h 30 min
Bukovski vrh;310;lahka neoznačena steza;1 h 20 min
Bukovski vrh;475;lahka neoznačena steza;1 h 40 min
Bukovski vrh;466;lahka neoznačena steza, lahko brezpotje;1 h 20 min
Cerkev Loretske Matere Božje v Suši;50;lahka označena pot;7 min
Cerkev Marijinega rojstva v Policah;315;zelo zahtevno brezpotje;1 h 30 min
Cerkev Marijinega rojstva v Policah;340;zahtevno brezpotje;1 h 45 min
Cerkev Marijinega rojstva v Policah;310;lahka neoznačena steza;1 h 5 min
Cerkev Marijinega vnebovzetja (Gora);125;lahka označena pot;25 min
Cerkev Marijinega vnebovzetja (Gora);300;lahka označena pot;55 min
Cerkev Marijinega vnebovzetja (Gora);355;lahka označena pot;1 h 5 min
Cerkev Marijinega vnebovzetja (Gora);125;lahka označena pot;25 min
Cerkev Sv. Križa na Brezju nad Srednjo vasjo;116;lahka neoznačena steza;20 min
Cerkev Sv. Križa na Brezju nad Srednjo vasjo;116;lahka neoznačena steza;25 min
Cerkev Sv. Križa na Brezju nad Srednjo vasjo;119;lahka neoznačena steza;25 min
Cerkovni vrh;500;lahka neoznačena steza;1 h 15 min
Cerkovni vrh;700;lahka označena pot, delno zahtevna neoznačena pot;1 h 30 min
Črni vrh (nad Soriško planino);250;lahka neoznačena steza;1 h
Črni vrh (nad Soriško planino);285;lahka neoznačena steza, lahko brezpotje;1 h 10 min
Črni vrh nad Novaki;281;lahka označena pot;45 min
Črni vrh nad Novaki;550;lahka neoznačena steza;2 h
Črvov vrh;335;lahka neoznačena steza;1 h 10 min
Črvov vrh;375;lahka neoznačena steza;1 h 30 min
Črvov vrh;780;zelo zahtevno brezpotje;3 h 5 min
Črvov vrh;530;lahka neoznačena steza;1 h 50 min
Črvov vrh;794;lahka neoznačena steza, lahka označena pot;4 h
Črvov vrh;760;lahka neoznačena steza;2 h 30 min
Črvov vrh;535;lahka neoznačena steza;1 h 40 min
Črvov vrh;800;zahtevno brezpotje;3 h 15 min
Danejeva planina;480;lahka neoznačena steza;1 h 20 min
Danejeva planina;700;lahka neoznačena steza;1 h 40 min
Davški slapovi;30;lahka označena pot;20 min
Divje babe;320;delno zahtevna označena pot;1 h 10 min
Dom na Poreznu;787;lahka označena pot;2 h 25 min
Dom na Poreznu;510;lahka označena pot;1 h 40 min
Dom na Poreznu;560;lahka označena pot;2 h 10 min
Dom na Poreznu;710;lahka označena pot;2 h 55 min
Dom na Poreznu;660;lahka označena pot;2 h 40 min
Dom na Poreznu;500;lahka označena pot;1 h 45 min
Dom na Poreznu;1265;lahka neoznačena steza, lahka označena pot;3 h 55 min
Dom na Poreznu;937;lahka označena pot;2 h 40 min
Dom na Poreznu;1305;lahka neoznačena steza, lahka označena pot;3 h 50 min
Dom na Poreznu;977;lahka označena pot;2 h 35 min
Dom na Poreznu;1115;lahka označena pot;3 h 30 min
Dom na Poreznu;1150;lahka označena pot;3 h 35 min
Dom na Poreznu;1220;lahka označena pot;4 h 5 min
Dom na Poreznu;795;lahka označena pot;2 h 30 min
Dom na Poreznu;925;lahka označena pot;2 h 55 min
Dom na Poreznu;965;lahka označena pot;3 h
Dom na Poreznu;830;lahka označena pot;2 h 35 min
Dom na Poreznu;1365;lahka označena pot;4 h 15 min
Dom na Poreznu;1025;lahka označena pot;3 h 20 min
Dom na Poreznu;1075;lahka označena pot;3 h 30 min
Dom na Slajki;380;lahka označena pot;1 h 15 min
Dom na Slajki;380;lahka označena pot;1 h 15 min
Dom na Slajki;400;lahka neoznačena steza;1 h 30 min
Dom na Slajki;385;lahka neoznačena steza;1 h 25 min
Dražgoška gora;324;lahka označena pot;50 min
Dražgoška gora;180;lahka označena pot;30 min
Erbelc;135;lahka neoznačena steza;35 min
Erbelc;340;lahka neoznačena steza;1 h 15 min
Erbelc;125;lahka neoznačena steza;1 h 10 min
Erbelc;412;lahka neoznačena steza;1 h 15 min
Ermanovec;470;lahka označena pot;2 h
Ermanovec;434;lahka označena pot;1 h 40 min
Ermanovec;527;lahka označena pot;1 h 40 min
Ermanovec;665;lahka označena pot;2 h 40 min
Ermanovec;603;lahka označena pot;2 h
Ermanovec;260;lahka označena pot;1 h 35 min
Ermanovec;725;lahka označena pot;2 h 55 min
Ermanovec;434;lahka označena pot;1 h 40 min
Ermanovec;750;lahka označena pot;3 h
Ermanovec;585;lahka označena pot;3 h 15 min
Ermanovec;670;lahka neoznačena steza, lahka označena pot;2 h 50 min
Gladki vrh (Ratitovec);656;lahka označena pot;1 h 35 min
Gladki vrh (Ratitovec);656;lahka označena pot;1 h 35 min
Gladki vrh (Ratitovec);1160;lahka označena pot;3 h 5 min
Gladki vrh (Ratitovec);530;lahka označena pot;1 h 55 min
Gladki vrh (Ratitovec);507;lahka označena pot;1 h 20 min
Gladki vrh (Ratitovec);1200;delno zahtevna označena pot;3 h 5 min
Gladki vrh (Ratitovec);615;lahka označena pot;2 h 10 min
Gladki vrh (Ratitovec);625;lahka označena pot;3 h 35 min
Gladki vrh (Ratitovec);725;lahka označena pot;3 h 35 min
Gladki vrh (Ratitovec);267;lahka označena pot;50 min
Gladki vrh (Ratitovec);1100;lahka označena pot;4 h
Gladki vrh (Ratitovec);765;lahka označena pot;2 h 25 min
Gladki vrh (Ratitovec);590;lahka označena pot;3 h 5 min
Gladki vrh (Ratitovec);1200;lahka neoznačena steza, lahka označena pot;3 h 35 min
Gladki vrh (Ratitovec);1110;lahka označena pot;3 h 5 min
Gozdarska koča Rovtarica;360;lahka neoznačena steza;2 h 15 min
Gozdarske koče Martinček;225;lahka neoznačena steza;1 h 30 min
Gozdarske koče Martinček;215;lahka označena pot;1 h 40 min
Grad Divja Loka (Stari grad);175;lahka označena pot;40 min
Grad Divja Loka (Stari grad);154;delno zahtevna označena pot;1 h 30 min
Gradišče (nad Spodnjo Idrijo);693;delno zahtevna neoznačena pot;2 h
Gradišče (nad Spodnjo Idrijo);693;lahka neoznačena steza;2 h 15 min
Gradišče (nad Spodnjo Idrijo);693;lahka neoznačena steza;2 h
Gradišče (nad Spodnjo Idrijo);320;lahka neoznačena steza;1 h 15 min
Gradišče (nad Spodnjo Idrijo);315;lahka neoznačena steza;1 h
Gradišče pod Babjim zobom;182;lahka neoznačena steza;25 min
Hleviška planina;583;lahka označena pot;1 h 45 min
Hleviška planina;400;lahka označena pot;1 h 30 min
Hleviška planina;600;lahka označena pot;2 h
Hleviška planina;650;lahka označena pot;2 h 30 min
Hleviška planina;570;lahka neoznačena steza;1 h 45 min
Hoč;424;lahko brezpotje;1 h 20 min
Hoč;711;lahko brezpotje;2 h
Hudournik;200;lahka označena pot;1 h 30 min
Hudournik;435;lahka neoznačena steza;1 h 30 min
Hudournik;950;lahka označena pot;3 h 45 min
Hujska;256;lahka neoznačena steza;40 min
Hujska;280;lahka neoznačena steza;45 min
Izvir Volaščice;80;lahka neoznačena steza;20 min
Jagršče;410;lahka označena pot;1 h
Jelenk;802;lahka označena pot;2 h
Jelenk;825;zelo zahtevna označena pot;2 h 10 min
Jelenk;152;lahka označena pot;30 min
Kačji rob;315;lahka označena pot;2 h
Kačji rob;485;lahka označena pot, lahka neoznačena steza;1 h 10 min
Kačji rob;350;lahka označena pot;2 h 30 min
Kamnitnik (nad Škofjo Loko);73;lahka neoznačena steza;40 min
Kamnitnik (nad Škofjo Loko);73;lahka neoznačena steza;15 min
Kapelica Na Koren;123;lahka označena pot;30 min
Koča na Blegošu;288;lahka označena pot;1 h
Koča na Blegošu;591;lahka označena pot;1 h 35 min
Koča na Blegošu;550;lahka označena pot;1 h 30 min
Koča na Blegošu;811;lahka označena pot;2 h 5 min
Koča na Blegošu;869;lahka označena pot;2 h 30 min
Koča na Blegošu;530;lahka označena pot;2 h 15 min
Koča na Blegošu;325;lahka označena pot;1 h 30 min
Koča na Blegošu;680;lahka označena pot;2 h 10 min
Koča na Črnem vrhu nad Novaki;235;lahka označena pot;35 min
Koča na Ermanovcu;376;lahka označena pot;1 h 20 min
Koča na Ermanovcu;400;lahka označena pot;1 h 40 min
Koča na Ermanovcu;600;lahka označena pot;2 h 45 min
Koča na Ermanovcu;600;lahka označena pot;2 h 10 min
Koča na Ermanovcu;469;lahka označena pot;1 h 20 min
Koča na Ermanovcu;603;lahka označena pot;2 h 15 min
Koča na Ermanovcu;200;lahka označena pot;1 h 15 min
Koča na Ermanovcu;690;lahka označena pot;2 h 40 min
Koča na Ermanovcu;385;lahka označena pot;1 h 30 min
Koča na Ermanovcu;665;lahka označena pot;2 h 35 min
Koča na Ermanovcu;530;lahka označena pot;2 h 55 min
Koča na Ermanovcu;605;lahka neoznačena steza, lahka označena pot;2 h 55 min
Koča na Hleviški planini;493;lahka označena pot;1 h 35 min
Koča na Hleviški planini;320;lahka označena pot;1 h 20 min
Koča na Hleviški planini;480;lahka neoznačena steza;1 h 35 min
Koča na Hleviški planini;510;lahka označena pot;1 h 50 min
Koča na Hleviški planini;560;lahka označena pot;2 h 20 min
Koča na Starem vrhu;108;lahka označena pot;20 min
Koča na Starem vrhu;340;lahka označena pot;1 h 5 min
Kojca;600;lahka označena pot;1 h 45 min
Kojca;477;lahka označena pot;1 h 20 min
Kojca;703;lahka označena pot;1 h 45 min
Kojca;700;lahka označena pot;1 h 55 min
Kojca;1175;lahka označena pot;3 h 55 min
Kojca;610;lahka označena pot;1 h 45 min
Kojca;940;lahka neoznačena steza, lahka označena pot;3 h
Kojca;625;lahka neoznačena steza;2 h 15 min
Kojca;660;lahka neoznačena steza;1 h 40 min
Kojca;650;lahka neoznačena steza;2 h 15 min
Kopa (Cimprovka);355;lahka označena pot;1 h 10 min
Kopa (Cimprovka);740;lahka označena pot;2 h 25 min
Kopa (Cimprovka);1065;lahka označena pot, lahka neoznačena steza;3 h 20 min
Koprivnik;203;lahka označena pot;1 h
Koprivnik;315;lahka označena pot;1 h
Koprivnik;900;lahka označena pot;2 h 45 min
Koprivnik;249;lahka označena pot;45 min
Koprivnik;800;lahka označena pot;3 h 15 min
Koprivnik;715;lahka označena pot;2 h 20 min
Koprivnik;540;lahka neoznačena steza;2 h
Kosmati vrh (Ratitovec);632;lahka označena pot;1 h 40 min
Kosmati vrh (Ratitovec);333;lahka označena pot;1 h
Kosmati vrh (Ratitovec);463;lahka označena pot;1 h 30 min
Kosmati vrh (Ratitovec);275;lahka označena pot;1 h 5 min
Kosmati vrh (Ratitovec);750;lahka označena pot;2 h 40 min
Kosmati vrh (Ratitovec);1175;lahka neoznačena steza, lahka označena pot;3 h 50 min
Kosmati vrh (Ratitovec);665;lahka označena pot;2 h
Kosmati vrh (Ratitovec);632;lahka označena pot;1 h 45 min
Kosmati vrh (Ratitovec);1080;lahka označena pot;4 h
Krancelj;105;lahka označena pot;15 min
Krekova koča na Ratitovcu;631;lahka označena pot;1 h 30 min
Krekova koča na Ratitovcu;631;lahka označena pot;1 h 30 min
Krekova koča na Ratitovcu;242;lahka označena pot;45 min
Krekova koča na Ratitovcu;650;lahka označena pot;2 h
Krekova koča na Ratitovcu;378;lahka označena pot;1 h
Krekova koča na Ratitovcu;600;lahka označena pot;3 h 15 min
Krekova koča na Ratitovcu;631;lahka označena pot;1 h 35 min
